"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP","GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP","GSE13547_WT_VS_ZFX_KO_BCELL_ANTI_IGM_STIM_2H_UP",173,0.398661989974397,1.78310478633707,0.000148455984985638,0.00372713714969493,0.00304666413695649,3310,"tags=40%, list=24%, signal=31%","Ly6e/Il18r1/Cdca3/Hmgn2/Ggh/Dbi/Birc5/Fmc1/Banf1/Cox7a2/Snrpd1/Hmgb1/Cox5b/Mrps28/Commd9/Anxa2/Mrps14/Ap1s1/Cox7b/Blmh/Dnajc15/Il1rl1/Timm50/Ccnb2/Stmn1/Tacc3/Pmf1/Pla2g12a/Psmb2/Tomm5/Tagln2/Mtfr2/Snrpa1/Otulin/Tpi1/Prelid1/Cenph/Syce2/Ccdc58/Psmc1/Rars/Rpl10/Spc24/Cops5/Arl6ip4/C1qbp/Exosc9/Mrps9/Klhdc4/Ddx1/Clns1a/Memo1/Snrpa/Rpf2/Ybx1/Polr2d/Sae1/Prkag1/Rad51/Rras2/Capza2/Thyn1/Gtf2f1/Acaa2/Galnt3/Tcp1/Psmd12/Adss/Sdhd"
"GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN","GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN",192,0.390739608723249,1.76842576881283,0.000148558578713542,0.00372713714969493,0.00304666413695649,3785,"tags=42%, list=27%, signal=31%","Srp54a/Myl4/Pnpo/Psmb5/Dnajc10/Aldh7a1/Pycr2/Gcat/Dbi/Cdkn3/Pomp/Abracl/Ptgr1/Dad1/Ostc/Chid1/Sec11c/Ikbip/Ap1s1/Dut/Tmed3/Rnpep/Nans/Mydgf/Bst2/Dmac1/Saraf/Pdia6/Prdx4/Ssr4/Cmc2/Ddost/Ndufab1/Plaat3/Kdelr2/Cops6/Selenok/Pold2/Pyy/Dera/Spc25/Derl2/Pycr1/Cth/Hsp90b1/Ubac2/Eif2b1/Srprb/Cdv3/Nudcd1/Bpgm/Phgdh/Rnf187/Psmd14/Ncaph2/Pkm/Chac1/Apmap/Lgals3bp/Plp2/Sdc1/Rexo2/Hrob/Crls1/Phf10/Pgk1/Aldh9a1/Gins1/St14/Rfc4/Prdx6/Snd1/Nars/Nudt4/Bet1/Dusp22/Cdk5rap3/Ftsj1/Marchf5/Ncapd2"
"GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP","GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP","GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP",170,-0.441911370388063,-1.81603194874435,0.000150175769256762,0.0037492411412975,0.00306473254597778,3210,"tags=52%, list=23%, signal=41%","Creb1/Pum2/Dpy19l1/Foxn3/Ptger3/Cd44/Nedd9/Mapk8/Rasa3/Adam23/Rnase6/Dock5/Stk4/Nufip2/Elac1/Tiam2/Atf7ip/Mau2/Nsd3/Khnyn/Zmat1/Card6/Elovl5/Mbtd1/Spg11/Stx16/Zfc3h1/Pptc7/Itch/Bcl11a/Dnajc28/Akap13/Hlcs/Rassf5/Sh2d3c/Rgs12/Igf1r/Slc12a6/Nipbl/Map4k2/Star/Paxbp1/Med13/Kctd18/L1cam/Traf3ip3/Usp32/Il6ra/Trim12c/Zbtb16/Icosl/Akna/Jmjd1c/Adam22/Chd2/Ltb/Insm1/Rnf144a/Bod1l/Cyfip2/Tubgcp4/Fgd4/Arhgap25/Igsf6/Slc25a27/St8sia4/Sema6d/Arhgap4/Tnrc6b/Vcam1/Crebrf/Gfra2/Zfp608/Cbl/Kmt2c/Fam13b/Ikzf1/Pi16/Arhgap30/Adam19/Ryr3/Lcor/Cnr2/Slc6a20a/Nr2c2/Kmt2e/Scn3a/Gpr183/Prr5l"
"GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN",192,0.390135972112372,1.76569380483006,0.000152159955233068,0.00378024708293666,0.00309007765312855,2325,"tags=28%, list=17%, signal=23%","Hspa1a/Pttg1/Cdca3/Polr2h/Sap30/Ggh/Tuba1c/Cdkn3/Kifc1/Hilpda/Ube2c/Nme1/Birc5/Gpr19/Myl6/Smco4/Gsto1/Ifi30/Txn1/Dpp3/Taldo1/Tmem106c/Pck2/Cisd1/Tst/Dut/Acot7/Dctpp1/Traip/Cks1b/Fabp5/Ccnb2/Timm10/Srm/Aurka/Ccdc51/Stmn1/Psmb2/Pclaf/Cks2/Mis18a/Tuba1b/Myl6b/Exosc4/Mrpl35/Fibp/Tpi1/Gmnn/Psen2/Cenpa/Pbk/Kif2c/Sac3d1"
"PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP","PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP","PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP",92,-0.52096948525918,-1.91857401016632,0.000159316594301469,0.00393883211056982,0.00321970940450849,2037,"tags=40%, list=15%, signal=35%","Tacc1/Atp11a/Pla2g2a/Plxdc1/Evi2a/Pik3ap1/Papss2/Igsf6/Pip4k2a/Colec12/C3ar1/Ccr1/Nid1/Npl/Serpina3n/Ikzf1/Abi3bp/Slc15a3/Slc38a6/Dab2/Mpeg1/Lyz2/Aox1/Tlr7/Cd84/Cx3cr1/Cybb/Ccl2/Myo5a/AI467606/Cd86/Cd163/Hgf/Ms4a6c/Clec7a/Havcr2/Cd33"
"GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN","GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN","GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_DN",184,0.388696546855203,1.76441731556269,0.000169066371387041,0.00415968613272559,0.00340024153997328,3630,"tags=39%, list=26%, signal=29%","Srp54a/Acy1/Rnaseh2c/Lipt2/Romo1/Pin4/Supt3/Guk1/Smdt1/Atp5j2/Rer1/Gale/Ovca2/Mrps25/Pdk3/Mrps24/Dmac1/Atp5d/Ogfr/Pdia6/Pithd1/Eif3g/Map2k2/Nudc/Tysnd1/Scoc/Akr1a1/Cox19/Aimp1/Acads/Tssc4/Mtfr2/Pigyl/Sdhc/Wdr74/Nfil3/Snupn/Malsu1/Mrpl32/Alg5/Nit1/Znhit2/Mtg1/Mrps9/Lsm1/Eif5b/Rab29/Ciao2a/Exog/Ttc4/1700037H04Rik/Hmox2/Pold3/Ybx1/Gtf2f2/Taf12/Nsfl1c/Glrx3/Acsl5/Nob1/Sigmar1/Bzw2/Por/Pgpep1/Txnl1/Srp19/Eme1/Smn1/Tmx1/Mrps5/Trmu"
"GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_DN","GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_DN","GSE17974_0H_VS_72H_IN_VITRO_ACT_CD4_TCELL_DN",178,0.389084230310421,1.74183619869907,0.000171418125136553,0.00419727168904068,0.0034309650046309,4340,"tags=51%, list=31%, signal=36%","Sfn/Capg/Polr2h/Dbi/Spint2/Lrrc42/Rhoc/Atp5j2/Ubl5/Cox5a/Plac8/Sdhaf4/Lsm4/Ebp/Galk1/Hspb11/Atpif1/Dut/Park7/Cox8a/Sft2d1/Wrap53/Mrpl17/Smyd3/Prdx4/Cenpw/Psmb2/Snrpd3/Snx3/Mrpl23/Cks2/Erg28/Atp5g3/Lrrfip2/Ccdc34/Mrpl35/Gpr157/Rpp30/Dhrs1/Elp5/Vdac1/Mrpl18/Ubac2/Cops5/Rab20/Nudcd1/Slc25a11/Ska3/Ppid/Ddit4/Rfc2/Psmg1/Polb/Faf1/Cct4/Trib3/Hprt/P4ha1/Ppp1ca/Zcchc17/Dnajc9/Yars2/Rcc1l/Tpd52/Snd1/Dnajc17/Sapcd2/Bckdk/Chmp5/Mrpl37/Smim7/Cytip/Arntl2/Cd82/Egln3/Ccna2/Mrrf/Hnrnpa2b1/Tnfaip8l1/Wdhd1/Ruvbl2/Pgrmc1/Pdap1/Dnaaf10/Dtymk/Map2k1/Polr3d/Tk1/Arl6ip1/Fadd/Dpagt1"
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP","GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP","GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP",156,-0.442326780488517,-1.79499505226464,0.00017576272594711,0.00428306011123746,0.00350109081400563,4695,"tags=62%, list=34%, signal=42%","Foxo3/Irag2/Phf21a/Spock2/Zfyve1/Gsn/Atg14/Mical1/Atxn7l1/Txndc16/Hacd4/Arhgef18/Tle4/Mppe1/Mbp/Tsc22d3/Pced1a/Tc2n/Marchf8/Caprin2/Rasa3/Il10ra/Whamm/Gsap/Senp7/Nlrc5/Golgb1/Bcl11b/Dennd6a/Scml4/Zbtb18/Arhgdib/Zbtb40/Tanc2/Ago4/Ablim1/Pan3/Ofd1/St3gal5/Fbxo32/Serinc5/Ddx6/Akap13/Apba2/Arhgap45/Slc35d2/Sytl2/Kansl1/Pik3r5/Fbxl20/Nf1/Ypel4/Btbd11/Snn/Cnot6l/Lyrm9/Pogz/Accs/Mlxip/Ssh2/Nr1d2/Tsc1/Zcchc14/Laptm5/Klf3/Hbp1/Ids/Rabgap1l/Pik3r1/Peli2/Atxn7/Pou6f1/Crtc3/Epha4/Iffo1/Setd1b/Hectd4/Gpr68/Med13l/Syne2/Prrc2b/Ripor2/Map3k1/Tnrc6b/Rasgrp1/Ipcef1/Crebrf/Herc1/Utrn/Nktr/Nlrc3/Atm/Zbtb20/Cxcr4/Il7r/Vps13c/AI467606"
"GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_DN","GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_DN","GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_DN",162,0.404660542845768,1.7898129138818,0.00017675967788347,0.00428684304505005,0.00350418308786528,4233,"tags=48%, list=31%, signal=33%","Pnp2/Mrpl27/Gstp2/Gstk1/Ppa2/Eef1g/Gadd45a/Ifit1bl1/Kctd5/Msrb2/Eno1/Asah1/Abcg2/Ginm1/Asnsd1/Gstp1/Rnaseh2a/Ifi27l2b/Pdlim1/Psmd10/Pgm2/Ndufs2/Apip/Ascc1/Ifi27/Slc49a4/Mrpl42/Bscl2/Wdr53/Aip/Ccdc91/Antkmt/Eif3f/Cwh43/Ndufa9/Cbwd1/Blvra/Gstm2/Hnrnpc/Spag7/Sugt1/Mrto4/Psmd14/Rab29/Clns1a/Ctss/Cd7/Usp18/Rfc2/Pcgf1/E2f5/Nme7/Tfam/Gba/Tcp1/Rnf130/Pigp/Fbl/Arl4a/Hsd17b11/Sgf29/Asf1a/Polr1e/Ints10/Psmg2/Ddx18/Uspl1/Scrn3/Rfc3/Rnf149/BC004004/Ring1/Xrcc5/Gsdmd/Mphosph10/Pecr/Cpsf3"
"GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_UP","GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_UP","GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_UP",162,0.4040339717119,1.78704159078967,0.000183623919771739,0.00443221148529605,0.00362301123820019,3620,"tags=43%, list=26%, signal=32%","Nudt1/Gdpd1/Ndufa12/Tmem97/Snrpd1/Ppie/Hsp90aa1/Mrps25/Ahsa1/Hpdl/Psmb6/Erh/Phf5a/Mrpl17/Txn2/Mrps7/Eif3g/Utp3/Tysnd1/Mrpl23/Pycrl/Naa38/Bag2/Slc3a2/Snrpa1/Trmt1/Psmd7/Rpl28/Naa20/Mrpl46/Vdac1/Rars/Mfsd2a/Rpl10/Mrps31/Mrm3/Psmc4/Magohb/Mrpl38/Ctnnal1/Cct8/Klhdc4/Prdx3/Gcsh/Marcks/Grwd1/Polr2c/Rfc2/Ybx1/Rars2/Sypl/Polr2d/Nsfl1c/Amd1/Nifk/Timm23/Emc4/Tmem11/Wars1/Thap7/Pno1/Metap2/Psmd3/Crls1/Aldoa/Nup43/Ccnh/Snd1/Nars/Cdc20"
"GSE369_IFNG_KO_VS_WT_LIVER_DN","GSE369_IFNG_KO_VS_WT_LIVER_DN","GSE369_IFNG_KO_VS_WT_LIVER_DN",190,0.386345994777875,1.75056756789716,0.000188799686271111,0.00451435118393788,0.00369015448086111,3745,"tags=44%, list=27%, signal=33%","Pnpo/Tmem238/Fkbp2/Mrpl55/Tmem160/Hddc2/Nop10/Hsp90ab1/Glrx5/Kctd5/Emc6/Odc1/Timm13/Nr2c2ap/Mettl26/Snrpd1/Mrpl11/Ndufaf6/Pcp4/Ndufb5/Emg1/Eif6/Hspa5/Chchd1/Eif4a1/Endog/Carnmt1/Rpia/Fabp5/Cacybp/Pfdn4/Gtf2h4/Snrpd3/Arhgdig/Mrpl23/Mrpl20/Rsl24d1/Mecr/Tfpt/Cdr2/Psmc5/Gatb/Mrps15/Pigyl/Trp53rka/Dera/Nme4/Dnajb11/Pdxp/Tomm40/U2af1/Abt1/Mrpl18/Psma4/Tspan3/Gars/Pdss2/C1qbp/Pcyt2/Hmbs/C1d/Grpel1/Phb2/G6pc3/Bpnt1/Wdr55/Nifk/Ruvbl1/Timm23/Rrp36/Pdcd2l/Mrpl47/Bop1/Bcas2/Txnl1/Ufm1/Atp6v1h/Snd1/Trmu/Pard6b/Ppp1r8/Ftsj1/Timm44/Trappc5"
"GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP","GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP","GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP",190,0.386097440800292,1.74944134803747,0.000188799686271111,0.00451435118393788,0.00369015448086111,3362,"tags=42%, list=24%, signal=32%","Trim5/Smim8/Atp5e/Pin4/Taf10/Gpatch4/Arf5/Ndufa12/Anapc13/Isg20/Zfp771/Commd1/Eif3j1/Rpl18/Hint1/Cdc26/Naa10/Esd/Acot7/Mrpl22/Sys1/Ndufa7/Sod1/Cuedc2/Phf5a/Sarnp/Trappc1/Ift27/Mrpl14/Tex261/Rps19bp1/Dpy30/Sap18/Nudc/Mrpl23/Aga/Ppil1/Cox19/Selenow/Ndufs4/Elof1/Mrps11/Mief2/Dcun1d5/Bid/Mcrip2/Lsm3/Nsmce1/Atp5g1/Mrpl9/Tufm/Lamtor1/Timmdc1/Znhit2/Hpf1/Jagn1/Sec22b/Grpel1/Gkap1/Eif2b5/Pard6a/Wdr55/Aup1/Thap11/Nudt19/Minpp1/Sdf4/Eola1/Dtnbp1/Ndufa4/Mtrf1l/Timm23/Zc3h15/Fdx1/Coq7/Coa8/Snrnp25/Cdc123/Rbbp4"
"GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP","GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP","GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP",197,0.384760075101892,1.74800425635098,0.000190045536025038,0.0045229061447454,0.00369714754047724,4179,"tags=47%, list=30%, signal=33%","Rpl26/Rpl35a/Polr1d/Ufc1/Glrx5/Banf1/Hdac1/Mrps35/Plac8/Atp5h/Esd/Dut/Rpl11/Uxt/Atp5d/Tmem147/Ndufv2/Ssr4/Rtraf/Utp3/Ergic3/Atp5o/Bub3/Vdac2/Rps25/Ndufab1/Erg28/Snrpf/Atp5g3/Aimp1/Cdr2/Psmc5/Eif3m/Riox1/Sars/Eif3d/Mif/Psma1/Sumo3/Gpi1/Tufm/Ndufs3/Hsp90b1/Atxn10/Akr1b3/Eif2b1/BC005624/Atraid/Glod4/Psmb7/Cct8/Ran/Slc25a5/Ddx1/Snrpa/Cd7/Grpel1/Phb2/Rnh1/Ybx1/Thap11/Sae1/Bud23/Cct2/Echdc2/Cct4/Zfp706/Sf3a3/Nol7/Pdia3/Echs1/Dnajc9/Eif3l/Pebp1/Strap/Srsf3/Sfpq/Rnf220/Psmg2/Fam117a/Tes/Hnrnpm/Tmem243/Hmgn1/Brd7/Dusp12/Sidt1/Cox11/Rsl1d1/Hmgn3/Atp5a1/Nup85"
"GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_DN","GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_DN","GSE4984_LPS_VS_VEHICLE_CTRL_TREATED_DC_DN",167,-0.431077111923835,-1.76259256980081,0.000191628711375529,0.00453937221877009,0.00371060736102921,4256,"tags=53%, list=31%, signal=37%","Katnal1/Eps15/Iqgap2/Adam9/Pde1b/Tox/Arhgap31/Plekha5/Camta1/Ppp2r1b/Gnao1/Picalm/Sufu/Ro60/Phactr2/Bicd1/Cnnm3/Cyth3/Chst11/Gga2/Wee1/Cnksr3/Cflar/Slc39a7/Gtdc1/Efcab14/Prdm1/Ago4/Dennd3/Arhgap35/Crim1/Abi3/Ubr2/Usp45/Ptpn13/Acvr2a/Tmx4/Aoah/C1rl/Cnot1/Snx30/Akap13/Tgfbr3/Nr3c1/Sav1/Nf1/Rb1/Maf/Ccr5/Mecp2/Fyn/Slc6a6/Mib1/Atp1a3/Wnk1/Fam53b/Emb/Auts2/Zbtb16/Rasal3/Atp2b4/Tnrc18/Ncoa6/Baz2b/Ern1/Mical2/Cpeb4/Tbc1d2b/Mical3/Cep128/Nfatc2/Kif1b/Zfp335/Ptprm/Tbxas1/Trerf1/Plxnd1/Dgkh/9930021J03Rik/Ncoa2/Sla/Dcn/Bltp1/Nfat5/Piezo1/Syne1/Myo5a/Ppp1r16b"
"GSE25677_MPL_VS_R848_STIM_BCELL_UP","GSE25677_MPL_VS_R848_STIM_BCELL_UP","GSE25677_MPL_VS_R848_STIM_BCELL_UP",154,-0.445740629860295,-1.80983493053586,0.000196534868142673,0.00463403742338257,0.00378798929582979,2744,"tags=34%, list=20%, signal=27%","Gm2a/Tyrobp/Ackr3/Sorbs2/Cdc42bpb/Nedd4/Crebl2/Ndst1/Srgap3/S1pr1/Golim4/Slc29a3/Tcf4/Inpp5f/Pde4d/Tlr3/Rnft2/Cacna1e/Fmnl3/Pld4/Mical3/Arhgef12/Lair1/Pip4k2a/Herc3/Zkscan1/Dclre1c/Grk3/Dse/Mycbp2/Plxnd1/Ptpn14/Plxnc1/Ccr1/Trpm2/Utrn/Per3/Itgal/Pkd1/Ikzf1/Tbc1d9/Zc3h12c/Csf2rb2/Alpl/Cd36/Tlr7/Cybb/Lilrb4b/Cd86/Plbd1/Ms4a1/Cr2"
"GSE369_SOCS3_KO_VS_WT_LIVER_UP","GSE369_SOCS3_KO_VS_WT_LIVER_UP","GSE369_SOCS3_KO_VS_WT_LIVER_UP",193,0.385916630306613,1.75006017792762,0.00020151320786749,0.00472952427497292,0.00386604286740684,3269,"tags=40%, list=24%, signal=31%","Pnpo/Ccdc85b/Comtd1/Tmem160/Nop10/Creld2/Guk1/Stip1/Hsp90ab1/Kctd5/Gsto1/Nr2c2ap/Snrpd1/Mrpl21/Mrpl11/Ostc/Mrps16/Hsp90aa1/Hspb2/Mrps14/Tmed3/Rnpep/Suclg1/Eif6/Ndufb6/Erh/Fdps/Eif4a1/Gtf2h5/Dohh/Tex264/Chmp2a/Gfer/Lsm7/Pbdc1/Ifrd1/Psmg3/Arhgdig/Tmbim1/Vdac2/Cops6/Rsl24d1/Sdhb/Eif3i/Mrps15/Abhd11/Pigyl/Snrpa1/Bid/Elp5/Txnl4a/Mrpl18/Psma4/Malsu1/Mrpl32/Nxn/Eef1e1/Pdss2/Shq1/C1qbp/Clpp/Psmd14/Hmbs/Ddx1/Grpel1/Phb2/Wdr55/Minpp1/Nob1/Mthfd2/Got1/Timm23/Emc4/Mrpl47/Lpcat3/Metap2/Pdia3"
"GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP","GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP","GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP",181,0.389321646539138,1.74822179190131,0.000202817500475046,0.0047383005959606,0.00387321687290588,4481,"tags=52%, list=32%, signal=36%","Ly96/Ppa2/Dbi/Polr1h/Rplp0/Hsp90ab1/Kctd5/Odc1/Emp1/Gamt/Prr13/Timm17b/Naxe/Rnaseh2a/Gpx1/H2az2/Trappc1/Mcee/Tmem147/Yipf1/Srm/Psmd10/Alyref/Crip2/Selenow/Ift22/Mapk3/Eif3i/Pold2/Fkbp1a/Psmd7/Mlf2/Rab11a/Arpp19/Drg1/Rack1/Chchd5/Wdr61/Smu1/Mrpl38/Ifngr1/Ncbp1/Clpp/Gabarapl2/Vamp3/Micu1/Cmbl/Amd1/Timm23/Emc4/Snap47/Lhfpl2/Eif1ad/Slc25a3/Med6/Snu13/Rab9/Fundc2/Echs1/Eif3l/Eif4e2/Txnl1/Ryk/Commd7/Sgf29/Psmd6/Psmd2/Sqstm1/Gltp/Yars/Dusp22/Psmg2/Dctn5/Ap2m1/Plrg1/Rheb/Ddah1/Lap3/Hint3/Rfc3/Mrpl50/Gnai2/Map2k1/Gyg/Galm/Maea/Otub1/Rhoa/Rap1b/Commd2/Dis3l/Prmt7/Ttll12/Dnaja2/Ppp3r1"
"GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_LN_UP","GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_LN_UP","GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_LN_UP",187,0.394976109413696,1.78549864408894,0.000206780088829968,0.00474383329914878,0.00387773945624715,4223,"tags=50%, list=30%, signal=35%","Acy1/Rbm8a/Gpatch4/Mrps6/Coq4/Mtres1/Rab5if/Aprt/Abcg2/Bspry/Exosc7/Eef1d/Endog/Tmem147/Abhd14a/Gar1/Timm10/Srm/Sfxn2/Ddt/Nudt9/Hdgf/Eci1/Mrps27/Prelid3b/Praf2/Snrpa1/Plscr1/Mif/Mcrip2/Ebna1bp2/Chchd4/Elp5/Wdr74/Hspd1/Ccdc58/Nfil3/Rars/Mfsd2a/Hsp90b1/Cct3/Slc35b2/Shq1/C1qbp/Mmadhc/Magohb/Cfap298/Phgdh/Mrto4/Hk2/Thumpd1/Grwd1/Top1mt/Ptpmt1/Clns1a/Gng3/Rars2/Psmg1/Wdr55/Nifk/Exosc2/Tmem109/9130401M01Rik/Impdh1/Parl/Zc3h15/2310061I04Rik/Psmd12/Timm9/Ryk/Nup43/Slc35f2/Prdx6/Cct6a/Polr1e/Polr2i/Mrpl37/Zfp239/Psmg2/Mettl1/3110082I17Rik/Litaf/Dnajc2/Ydjc/Lap3/Alg3/Rsl1d1/Mphosph10/Sar1a/Usp39/Surf6/Pecr/Idh3a"
"GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN","GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN","GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN",198,0.386433642983295,1.75982224463862,0.000206471771873246,0.00474383329914878,0.00387773945624715,4719,"tags=52%, list=34%, signal=34%","Kpna2/Psmb5/Polr2h/Tuba1c/Nop10/Creld2/Ube2s/Nme1/Stip1/Ube2m/Asns/Aunip/Tmem97/Eno1/Tubb4b/Dctpp1/Ndufa6/Bcl2l1/Cks1b/Mrpl17/Fabp5/Bccip/Csnk2b/Ranbp1/Ggct/Tex30/Ddost/Cct7/Cks2/Msmo1/Tuba1b/Snrpb/Cdk2ap2/Pop1/Mrpl3/Hnrnpab/Sars/Pold2/H2ax/Stoml2/Mrpl35/Ube2n/Ebna1bp2/Gmnn/Hspd1/Stk17b/Slc1a5/Cyp51/Cdc37/Eef1e1/Hnrnpc/Cct8/Prdx3/Psmd14/Ran/Grwd1/Mrpl39/Pak1ip1/Pkm/Cct2/Nasp/Exosc2/P4hb/Tcp1/Snu13/Smarcb1/Dnajc9/Eif2s1/Klhl2/Stx3/Rbm14/Rfc4/Psmd6/Cct6a/Cdc20/Cdk4/Ifrd2/Pa2g4/Sqle/Arhgdia/Pcna/Xrcc5/Wdr12/Cdca4/Impdh2/Slc16a1/Spout1/Apoo/Slco4a1/Shcbp1/Rrs1/Cdc45/Smg9/Prmt3/Aldh18a1/Tipin/Rad23a/Acaca/Mcm10/Bysl/Jpt2/Tsen2"
"GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_UP","GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_UP","GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_UP",190,0.385573963054245,1.74706942448415,0.000206780088829968,0.00474383329914878,0.00387773945624715,3072,"tags=42%, list=22%, signal=33%","Wdr83os/Cisd3/Mogat2/Galr2/Acyp2/Uqcc2/Phb/Tmem256/Supt3/Znhit1/Smdt1/Atp5j2/Fam162a/Hspb6/Coa3/Cox7a2/Ethe1/Prkrip1/Sf3b5/Nrgn/Txn1/Ankrd37/Uqcrq/Chchd10/Cox6b2/Camk2n2/Jpt1/Galk1/Cisd1/Uqcr10/Tbcb/Mrpl51/Tmem107/Cdc42ep4/Cuedc2/Gtf2h5/Slc25a39/Mrpl14/Dnajc15/Tmem147/Abhd14a/Mpv17l2/Cmc2/Mrpl54/Marcksl1/Snx3/Snf8/Naa38/Atp5g3/Spef1/Chchd6/Ccdc34/Mif/Tpi1/Gmds/Pdxp/Maged1/Sumo3/Pafah1b3/Ndufb2/Coq3/Nxt1/Mapkapk2/Nucb2/Cltb/Lrrc75a/Cyb561/Hk2/Bhlhe40/Anxa4/Ppp1r11/Pkm/Ndufaf7/Mif4gd/Sptssa/Cebpa/Mzt2/Faf1/Psma7/Mthfd2"
