"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDC_UP","GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDC_UP","GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDC_UP",190,0.417194224400202,1.89034360034946,1.86216149158209e-05,0.000737327084879182,0.000602711383156896,3423,"tags=44%, list=25%, signal=33%","Gsta1/Camk2b/Apob/C1qtnf12/Id1/Fcgr4/Chchd7/Dpcd/Mrps21/Emc6/Ubxn1/Commd9/Drap1/Eef1akmt1/Pnkd/Nelfe/Unc119/Atpif1/Acyp1/Cisd1/Mrps23/Gpank1/Dbndd2/Clta/Phf5a/Tex264/Timm50/Prkcsh/Slc50a1/Ldha/Slc35f6/Mrpl44/Aurka/Oma1/Pbdc1/Ica1/Mcub/Polr2g/Akr1a1/Rpl19/Borcs5/Rpn1/Galk2/Sars/Pold2/Taf13/Polr3gl/1700123O20Rik/Ndufs3/Slc35a2/Gatd3a/A430005L14Rik/Pkig/Rhog/BC005624/Wdr61/Nucb2/Rap1gap/Cct5/Gatad1/Rnf187/Mtx2/Clns1a/Mterf4/Aurkaip1/Cdk2ap1/Chmp6/Smpd1/Psmg1/Sptssa/Hsd11b2/Ripk3/Macroh2a1/Sirt7/Mtx1/Abhd8/Hmg20b/Metap2/Fam50a/Acot8/Dnajc9/B3gnt2/Fancf"
"GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN","GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN","GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN",167,-0.460937918591214,-1.88468774605661,1.88909503870905e-05,0.000737327084879182,0.000602711383156896,3896,"tags=51%, list=28%, signal=37%","Ppfia1/Ssh1/Lats2/Pnpla8/Kdm4c/Stk4/Zbtb18/Bcl6/Snx16/Serinc1/Ccdc186/Tanc2/Cnn3/Relch/Nxf1/Tnfrsf14/Fbxo11/Pan3/Zmat1/Mbtd1/Zfyve16/Chst2/Wdr19/Etv3/Acvr2a/Ddx17/Akap13/Heca/Mbd6/Zdhhc23/Thbs1/Cpd/Fosl2/Slc26a11/Kmt5b/Plekhm3/Trappc8/Btbd7/Trak1/Tnrc6c/Med13/Map3k2/Kdm7a/Phf12/Gimap8/Resf1/Klf3/Ccdc126/Hbp1/Auts2/Ankrd12/Zfp148/Cep350/Crebbp/Aff4/Baz2b/Zfp189/Epha4/Fnip2/Erbin/Jmy/Atad2b/Bod1l/Camk1d/Mgam/Med13l/Gpr155/Mycbp2/Plek/Plxnd1/Zfp729a/Adam8/Themis2/Crebrf/Zdhhc17/Arhgap26/Tet2/Atm/Fry/Gm8909/Cxcr4/Lcor/Zeb2/Adcy7/Ms4a1/H2-M2"
"GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN","GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN","GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN",181,-0.453008952421544,-1.88174030392505,1.89652106978091e-05,0.000737327084879182,0.000602711383156896,3698,"tags=44%, list=27%, signal=32%","Scml4/Bcl6/Oplah/Gapvd1/Fhip2a/Pogk/Zfp276/S100pbp/Telo2/Kdm5b/Carns1/Nxf1/Cdyl2/Tcea2/Crim1/Ccnl2/Card6/Ubxn11/Mdc1/Aoah/Sec16a/Zxdb/Heca/Ehd3/Phf3/Btbd11/Mturn/Zfp36l1/Clcf1/Crebl2/Usp24/Dhx33/Nr1d2/Paxbp1/Cipc/Tef/Ttc39b/Srgap2/Tmem201/Sox12/Tshz3/Lpin1/Atxn7/Ago1/Prkce/Zbtb4/Sfi1/Rfx5/Zfp318/Asb13/Lrp6/Cish/Tm6sf1/Peak1/Mga/Klhl24/Camsap2/Fyco1/Slc20a1/Parp8/Fcgr2b/Pdxk/Egr3/Crebrf/Adgrg5/Kmt2c/Arhgef4/Tagap/Slc5a6/Il7r/Stxbp4/Slc12a5/Snx29/Zeb2/Il18rap/Notch3/Ankhd1/Man2a2/Col6a5"
"GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP",180,-0.458237775833369,-1.8984422436304,1.95927662313979e-05,0.000750270364033907,0.000613291574556223,3875,"tags=48%, list=28%, signal=35%","Hmga2/Adgrl4/Dzip1/Lbp/Golm1/Itsn1/Tent5c/Tirap/Bcl6/St3gal2/Sox4/Scaf11/Zfp46/Cd300lf/Lrrk1/Meis1/Specc1/Antxr2/Ltbp3/Acvr2a/Dock7/Zbtb14/Fes/Tbk1/Bcl11a/Lig3/Tyrobp/Ece1/Pkd2/Mmp2/Slc25a36/Vsir/Slc25a45/Bbx/Acsl1/Ccnd1/Slc25a53/Tacr2/Rhoq/Slc29a3/Tef/Cd34/Akap9/Arhgap6/Lmo2/Vcl/Dennd5a/Sash1/Lpin1/Cyp4v3/Prkce/Vav3/Ncf1/D16Ertd472e/Ice1/Rab31/Ifi44/Tal1/Camk1d/Prdm5/Parp3/Itgb2/Trio/Zfhx3/Fgd2/Gdpd5/Plek/Flt3/Parp8/Plxnc1/Fcgr2b/Mef2c/Csf1r/Pear1/Gprc5b/Robo1/Zbtb20/Cd300a/Tlr7/Il18rap/Abca1/H2-Aa/Cd86/Plbd1/Apobr/Rpgrip1/Cd33"
"GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN","GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN","GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_DN",194,0.414132260635774,1.87749469156518,1.95315391717911e-05,0.000750270364033907,0.000613291574556223,3388,"tags=45%, list=24%, signal=34%","Qdpr/Slc46a3/Alg8/Hspb1/Rmdn3/Uqcrh/Hddc2/Acaa1a/Nme1/Rplp0/Fam162a/Ldhb/Glrx5/Col8a2/Mgst3/Cox5a/Smco4/Mrps35/Mrpl34/Uqcrq/Ebp/Vamp8/Cuta/Pop5/Pck2/Eif4ebp1/Ndufb5/Mpc1/Tmed3/Suclg1/Cox7b/Acp5/Cks1b/Mgst2/Mrm2/Higd2a/Prdx4/Ndufa8/Mrps33/Pepd/Mrps7/Slc25a1/Ggct/Reep5/Me1/Atp5l/Mrps27/Atp5g3/Washc3/Fdft1/Bscl2/Erp29/Acot13/Mrps15/Mdh1/Atp5g2/Abhd10/Apeh/Snx17/Ppia/Gpi1/Scp2/Mrpl24/Ndufs3/Gnas/Wdr61/Cdk5/Dipk1a/Slc25a5/Cdk2ap1/Phb2/Hmox2/Rnh1/Nr1h3/Cebpa/Ech1/Snx24/Lgals9/Mtx1/Ankmy2/Acadm/Haus4/Echs1/Snrnp25/Mettl5/Pebp1/Gusb"
"GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP","GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP","GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP",190,0.416208069914486,1.88587524793228,2.08253319681925e-05,0.000791518027716449,0.000647008546223104,3408,"tags=45%, list=25%, signal=34%","Psmb5/Casq2/Mri1/Ybx3/Ndufa5/1190007I07Rik/Gcat/Phb/Gimap7/Cdpf1/Snapc1/Fkbp11/Hspe1/Glrx5/Akr7a5/Emc6/Uqcr11/Mrpl21/Polr2k/Ndufaf6/Mpc1/Nhp2/Uxt/Chchd1/Rpl35/Erh/Tmem223/Carnmt1/Sdf2l1/Hacd1/Zfp428/Mrpl12/Uchl3/Rce1/Psmg3/Mrps30/Pqbp1/Rrp9/Nop16/Eif3i/Dcun1d5/Pold2/Snrpa1/Ogfod2/Nme6/Mrpl46/Chchd4/Farsb/Ndufb2/Adap1/Cct3/Lsm12/Mrm3/Samm50/Uqcrfs1/Bex2/Mrps22/Mtg1/Ogfod3/Prdx3/Arl1/Top1mt/Ptpmt1/Clns1a/Nmd3/Ola1/Mrps34/Ttc30a1/Msantd3/Eif2b5/Mycbp/Armc6/Nsfl1c/Ube2cbp/Mrps10/9130401M01Rik/Timm23/Ntmt1/Cd2/Metap2/Fxn/Crls1/Gemin6/Mettl5/Ninj1"
"GSE17721_LPS_VS_CPG_4H_BMDC_DN","GSE17721_LPS_VS_CPG_4H_BMDC_DN","GSE17721_LPS_VS_CPG_4H_BMDC_DN",182,0.420136178835248,1.89591278009975,2.1776170303657e-05,0.000821526187826113,0.000671538039383731,3938,"tags=47%, list=28%, signal=34%","Sh3bgrl3/Kpna2/S100a11/Cbr1/Pcbd2/Mcfd2/Shisa2/2210016F16Rik/Uqcc2/Taf10/Gmfg/Rnase4/Ndufb10/Ppp1r14b/Lamtor2/Chmp1a/Mrpl41/Cmas/Srsf9/Cstb/Utp11/Mtres1/Mrpl11/Hint1/Micos10/Micos13/Twf2/Tmed3/Cdc34/Uxt/Phf5a/Tex261/Gcdh/Sec11a/Tmem51/Oma1/Pbdc1/Tysnd1/Atosb/Nop16/Eif3i/Sars/Nagk/Irf2bp1/Lsm10/Gmnn/Tomm40/1700123O20Rik/Triap1/Nudcd2/Nsmce4a/Fzr1/Lsm1/Thumpd1/Msrb1/Stk19/Cdk2ap1/Polr2d/Nsfl1c/Cep20/Gdi2/Prrg2/Plgrkt/Ddit3/Atp5pb/Ypel3/Srxn1/Mpdu1/Fam50a/Slc25a19/Pebp1/Ninj1/Cerk/Chrdl2/Cdca5/Emc7/Strbp/Dusp26/Chmp5/Ddx18/Egln3/Hnrnpa2b1/Ribc1/Ppm1d/Sqle"
"GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN","GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN","GSE339_CD4POS_VS_CD8POS_DC_IN_CULTURE_DN",183,0.422432130700182,1.91381814822396,2.22263660424002e-05,0.000826446084594548,0.000675559697948978,2872,"tags=40%, list=21%, signal=32%","Cbr3/Ly6e/Crip1/Rps18/Akr1b8/Tpd52l1/Ccn3/Cystm1/Acaa1a/Ppp1r14b/Tm4sf5/Polr2l/Gadd45a/Sdsl/Rpl37/Pdia5/Ndufb11/Ndufs5/Odc1/Rpl13a/Rps26/Mtarc2/Rpl18/Capns1/Prdx2/Hint1/Tbca/Bola2/Uqcr10/Sec61g/Eif6/Nhp2/Ndufa7/Cdk1/Dctn3/Irf7/Thap4/Higd2a/Prkcsh/Mrps7/Vps37c/Srm/Perp/Mrpl54/Ap3s1/Npc2/Vdac2/Fuca1/Akr1a1/Bscl2/Erp29/Slc25a20/Rpl28/Tpi1/Mid1ip1/Snx17/Dhrs1/Nsmce1/Macrod2/Tapbp/Pafah1b3/Cdc37/Rab11a/Rack1/Slc25a10/Nucb2/Lmna/Prss8/Mogs/Ramp1/Slc52a2/Atp5c1/Rala/Mycbp"
"PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_UP","PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_UP","PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_UP",256,-0.423073339727442,-1.81989689214655,2.22311238149329e-05,0.000826446084594548,0.000675559697948978,4132,"tags=46%, list=30%, signal=33%","Mfsd14a/Pdpn/Cd44/Mier1/Arhgap31/Phactr2/Ccnt1/Pirb/Chsy1/Rps6kb1/Fam20a/Synj2/Nabp1/Samd4/Ccn1/Rp2/Spred1/Pitpnb/Scaf8/Irgq/Fzd5/Mtss2/Serpinb9/Sv2b/Zfp46/Ints6/Cnn3/Mtmr9/Tlr4/Myo1b/Nr4a3/Larp4/Srsf11/Cdc27/Jak3/Chst15/Sh2b3/Srgap1/Chsy3/Sin3a/Pptc7/Tnfaip2/Slc4a7/Thbs1/Serpine1/Fosl2/Cdk17/Ankrd28/Ccdc50/Slc39a14/Ddx3x/Sec24a/Zfp36l1/Cxcl10/Patl1/Tgfbr1/Txlng/Sectm1a/Mecp2/Rrp1b/Dhx33/Vezf1/Tmem200a/Csgalnact2/Atp11a/Atp13a3/Il6ra/Fam76b/Tshz3/Il6st/Fcgr1/Rab3il1/Chd1/Bloc1s6/Ccl12/Atp11c/Cdk12/Icam1/Cd83/Vcan/Pip4k2a/Med13l/Ahr/C3ar1/Plek/Slc20a1/Ccr1/Fcgr2b/Prrc2c/Gfpt2/Akap12/Osmr/Vcam1/Steap4/Col15a1/Grem1/Tasor2/Ptprc/Serpina3n/Itgax/Ikzf1/Sulf1/Lifr/Dab2/Ch25h/Tnfaip6/Ets1/Csf2rb2/Lyz2/Fgr/Adam19/Zeb2/Abca1/Ccl2/AI467606/Apol6/Gpr183/Hgf/Clec7a"
"GSE24210_RESTING_TREG_VS_TCONV_DN","GSE24210_RESTING_TREG_VS_TCONV_DN","GSE24210_RESTING_TREG_VS_TCONV_DN",192,0.417117939802631,1.88780992997192,2.38485830915411e-05,0.000880150968733471,0.000719459543303167,4058,"tags=57%, list=29%, signal=41%","Pnpo/Ndufaf2/Pttg1/Polr1d/Ndufc2/Comtd1/Polr2f/Cnih4/Tmem256/Pdcd5/Ndufc1/Hspe1/Atp5j2/Fam162a/Cyba/Gsto1/Eif3j1/Hint1/Nelfe/Prdx1/Ahsa1/Naa10/Esd/Mrpl22/Bspry/Tbcb/Cdc34/Nhp2/Ndufa7/Chchd1/Tmem147/Lsm6/Tmem51/Slc25a1/Srm/Mrpl13/Dpy30/Pbdc1/Rrp9/Snrpc/Msmo1/Tmem41a/Pigyl/Snrpa1/Atp5g2/Naa20/Mrpl46/Psma6/Zmynd19/Psma4/Ndufb2/Rnaseh2b/Akr1b3/Mrps31/Shq1/Fastkd5/Cndp2/Bex2/Pcyt2/Ncbp1/Jagn1/Gcsh/Phf23/Clpp/Hmbs/Ola1/Grpel1/Phb2/Pkm/Ybx1/Rars2/Eif4a3/Gpat4/Psmg1/Actr10/Rpl7l1/Cct2/Ssbp1/Mbd3/Ruvbl1/Gpn1/Bzw2/Eif3b/Lpcat3/Nqo1/Slc35f5/Trappc3/Txnl1/Ccnq/Slc35f2/Glrx2/Fbxo6/Cct6a/Cops8/Ccnh/Mak16/Cwc27/Ddx18/Rbmxl1/Nudt2/Ifrd2/Mcc/Med9/Sqle/Ruvbl2/Polr3b/Tbc1d7/Rsl1d1/Rcc1"
"GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP","GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP","GSE21774_CD62L_POS_CD56_BRIGHT_VS_CD62L_NEG_CD56_DIM_NK_CELL_UP",167,-0.457195208181359,-1.86938451288358,2.56545224543756e-05,0.00093998908532471,0.000768372861090915,2775,"tags=38%, list=20%, signal=31%","Sptan1/Tyrobp/Gpc1/Aplnr/Vsir/Cd69/Cdh5/Tnfaip8l2/Rassf4/Pald1/Arid5b/S1pr3/Tcf4/Kifc3/Adgra2/Wdr91/Atrnl1/B3gnt5/Satb1/Inmt/Atp10a/Pik3ap1/Ncf1/Pld4/Raph1/Rab3c/Adgrg6/Igsf6/Tm6sf1/Trps1/Bace1/Spi1/Sh2b2/Slc43a2/F13a1/Gria3/Themis2/Nrp1/Tram2/Csf1r/Ccr2/Myocd/C3/Pi16/Dab2/Glis3/Vit/Mrc1/Kmo/Alpl/Tlr7/Cxcr4/Pou2f2/Cybb/Ncf4/Cd86/Cd163/Gpnmb/Apobr/Btla/Cd28/Siglecg/Itln1"
"GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN","GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN","GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN",186,-0.445989416301462,-1.85273285055146,2.67679931909219e-05,0.000973781352295464,0.000795995586993203,2781,"tags=35%, list=20%, signal=28%","Smc6/Arhgap45/Tyrobp/Acap1/Pcmtd2/Tut7/Sash3/Tmem86a/Slc12a6/Tnfaip8l2/Ift80/Crebl2/Rnasel/Inpp5d/Ssh2/Slc25a53/Sh3bp1/Map4k2/Kdm7a/Pik3cg/Lrrc8c/Mbd4/Laptm5/Rassf2/Fryl/Emb/Rcsd1/Icosl/Adamts10/Akna/Pou6f1/Baz2b/Ccdc88c/Helz/Pld4/Ganc/Aff1/Rere/Hexb/Lnpep/Akt3/Bicra/Rps6ka5/Ccdc82/Klhl24/Notch2/Atosa/Sema6d/Fcgr2b/Crebrf/Zfp608/Cbl/Dock2/Fli1/Cd79a/Mpeg1/Ets1/Itga4/Cnr2/Cybb/Noxo1/Pou2af1/Ms4a6c/H2-Ob/Siglecg"
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN",192,0.414733424822815,1.87701799170335,2.78603858822048e-05,0.00100633294537637,0.00082260415202777,4322,"tags=52%, list=31%, signal=36%","Acy1/Qdpr/Atox1/Gstp2/Etfb/Mrpl52/Pi4k2b/Polr2f/Sap30/Vps25/Lrrc42/Ppp1r14b/Birc5/Ccdc124/Asns/Coa3/Snrpg/Utp11/Mrps28/Lsm4/Dnph1/Tmem106c/Txndc17/Prdx1/Naa10/Sft2d1/Gstp1/Rnaseh2a/Oard1/Gpank1/Wrap53/Cks1b/Mea1/Sdf2l1/Prdx4/Timm50/Mrpl12/Gar1/Mrps33/Glb1/Psmb2/Mrpl23/Eci1/Tomm5/Ppil1/Mrps18a/Cks2/Erg28/Naa38/Psmb10/Ccdc34/Mlycd/Slc25a20/Ogfod2/Stoml2/Prelid1/Mrpl18/Mtch2/Cdk5/Mplkip/Nudcd1/Tprn/Clpp/1700037H04Rik/Mtfmt/Rfc2/Psmg1/Armc6/Nifk/Thyn1/Psmd8/Efna4/Acaa2/Mtx1/Snrnp25/Slc37a4/Rbm14/Rcc1l/Cct6a/Snd1/Zfp239/Arntl2/Sccpdh/Med31/Ccna2/Cenpm/Pole4/Tpx2/Rnf8/Rpp25/Wdhd1/Ruvbl2/Paf1/Dtymk/Tmem126b/Lmnb1/Nif3l1/Tk1/Fadd/Slc25a15"
"GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN","GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN","GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN",193,0.409775901340164,1.85825753671215,2.83971591581178e-05,0.00101849810980489,0.000832548291107159,4315,"tags=49%, list=31%, signal=34%","Pnp2/Pop4/Atox1/Sec61b/Cnih4/Ndufb3/Higd1a/Pomp/Manf/Ndufaf3/Kctd5/Smco4/Srsf9/Dnph1/Hint1/Mrps16/Galk1/Psme2/Hspb11/Ahsa1/Park7/Tmed2/Cox8a/Fdps/Mrpl17/Tmem223/Prdx4/Timm8b/Sdf2/Nfkbib/Tmem258/Reep5/Psmb1/Jtb/Trnau1ap/Bag2/Mrpl42/Myl6b/Mrpl16/Tsg101/Mif/Psma1/Tpi1/Nme6/Mrpl18/Yif1a/Slc1a5/Fkbpl/Mtch2/Bax/Itpa/Acsl3/Prdx3/Ncbp1/Med8/Tars/Sdc4/Tbc1d10b/Minpp1/Vdac3/Enoph1/Rab21/Arid5a/Tyms/Fam3c/Nme7/Galnt3/Hprt/Atp5pb/Mpdu1/Aldoa/Psmc2/Srp19/Oxsm/Slc35f2/Glrx2/Ywhae/Bet1/Spats2l/Hbs1l/Ppm1d/Copb2/Golt1b/Etfa/Ubfd1/Pcna/Snrnp40/Elavl1/Wdr18/Uqcc1/Slc16a1/Cops4/Dguok/Lbhd1"
"GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP","GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP","GSE38681_WT_VS_LYL1_KO_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_UP",182,0.416344589206261,1.87880279625018,2.91043732835472e-05,0.00102936509120212,0.000841431259769218,4329,"tags=46%, list=31%, signal=32%","Psmb5/Rpp25l/Pycr2/Cdpf1/Fam104a/Hras/Imp3/Commd9/Hmgb2/Tmem208/Gde1/Chpf/Trappc4/Rp9/Bud31/Insl5/Tmem223/Thap4/Timm8b/Cyb561d2/Tubb2a/Rgs2/Sap18/Cdk5rap1/2310033P09Rik/D8Ertd738e/Vdac2/Eif1b/Naa38/Selenok/Slc3a2/Atg101/Ramp3/Ogfod2/Frat2/Snx17/Iscu/Sac3d1/Tarbp2/Uqcrfs1/Rab11b/Psmc4/Cdc42se1/Fzr1/Tenm4/Lfng/Mogs/Nprl2/Eif2b2/Bex3/Tbc1d10b/4933434E20Rik/Tprgl/Ciao1/Supt4a/Vps18/Sigmar1/Pias4/Slc25a3/Acadm/Adrm1/Ypel3/Vcp/Zfp688/Smad7/Nab2/Tor2a/Hikeshi/Anapc7/Smim7/Slc1a1/Tor4a/Spsb3/Sphk2/Thoc3/Bet1l/Pja1/Plekhb2/Cdca4/Rab40c/Alkbh4/Ppm1g/Maea/Ubald1"
"GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_MIR155_KO_DN","GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_MIR155_KO_DN","GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_MIR155_KO_DN",190,-0.447683776101227,-1.86712628864218,2.90500938854481e-05,0.00102936509120212,0.000841431259769218,3431,"tags=41%, list=25%, signal=31%","Ints6/Flvcr1/Sirt1/Specc1/2700049A03Rik/Fbxo11/Rps6ka3/Bhlhb9/Zfp62/Lrba/Pkn2/Usp45/Nup160/Zfyve16/Acvr2a/Gm527/Klhl20/Alg10b/Tcerg1/Rnpc3/Zfp654/Rasal2/Dpy19l4/Kmt5b/Rel/Zfp36l1/Heatr5b/Crebl2/Trdmt1/Efcab7/Ralgapa1/Papolg/Zfp780b/Gnpnat1/Zfp974/Cep192/Npat/Parp1/Med23/Csgalnact2/Atp11a/Pbrm1/Arid2/Arhgap6/R3hdm1/Cog5/Pank3/Atad5/Med14/Slc39a10/Ap5m1/Aff4/Ssc5d/Dzip3/Prkar2b/Rreb1/Dennd4c/Zbtb33/Haus6/Gpr155/Bdp1/Shprh/Arid4b/Galnt11/Ripor2/Parp8/Depdc7/Gpm6b/Scai/Irf4/Itgal/Rif1/Ccdc88a/4930503L19Rik/Rasgrp3/Myo5a/Adcy7"
"GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_UP","GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_UP","GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_UP",195,0.409941785906247,1.8637209395062,3.00891709692848e-05,0.0010426443091235,0.000852286056730797,3401,"tags=44%, list=25%, signal=34%","Crip1/Pttg1/Fam241a/Tmem238/Etfb/Mrps12/Nop10/Cox6b1/Hspe1/Orc1/Manf/Pfdn2/Hras/Cox6a1/Tmem97/Plac8/Mrps6/Txn1/Mrpl21/Eef1akmt1/Cenpv/Uqcr10/Eif6/Sub1/Dctpp1/Cdk1/Psmb6/Dctn3/Irf7/Psmb4/Sec11a/Timm8b/Zfp428/Timm10/Katna1/Nfkbib/Ctsl/Psmg3/Psmb2/Atp5l/Mpc2/Bola1/Vdac2/Tuba1b/Mrpl42/Sec13/Spcs2/H2az1/Eif5a/Stoml2/Sumo3/Ppia/Atp5j/Psma4/Mfsd2a/Spc24/Eef1e1/Orai1/Eif2b1/Pdss2/Mrps22/Magohb/H2aj/Mphosph6/Rabggtb/Gcsh/Ran/Exog/Hmox2/Ybx1/Eif4a3/Mrpl40/Tbc1d10b/Rpl7l1/Rras2/Tyms/Lyar/Ruvbl1/Psmd8/Riox2/Cd3d/Lhpp/Psmc2/Pcbp1/B3gnt2/Adprm"
"GSE41867_DAY8_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP","GSE41867_DAY8_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP","GSE41867_DAY8_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP",193,0.409311997782182,1.8561538203147,2.97387301298329e-05,0.0010426443091235,0.000852286056730797,3545,"tags=41%, list=26%, signal=31%","Srp54a/Acy1/Acp1/Mrpl55/Ndufb3/Cox6b1/Guk1/Ube2m/Ndufa2/Atp5j2/Pfdn2/Ifit1bl1/Dpp3/Gale/Hint1/Ovca2/Mrps25/Psmc3/Psmd13/Mrps24/Ndufa7/Ost4/Fabp5/Tex261/Apobec3/Bccip/Rpusd3/Spcs1/Map2k2/Lsm7/Nudc/Reep4/Smim3/Rsl24d1/Bag2/Ccdc34/Tssc4/Pctp/Cmss1/Ppia/Txnl4a/Nsmce1/Wdr74/Anapc11/Mrpl32/Alg5/Drg1/Cltb/Rtp4/Ncbp1/Mkks/Ttc4/Pold3/Gtf2f2/Pex16/Taf12/Bud23/Rnf121/Faf1/Alas1/Mbd3/Hmgcr/Riox2/Zbp1/Zpr1/Haus4/Hook2/Psmd3/Sar1b/Cdc123/Med18/Hdac2/Med27/Eri3/Sucla2/Srp19/Slc35f2/Rcc1l/Pccb"
"GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_UP","GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_UP","GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_UP",189,-0.441723518977979,-1.84499825932781,3.00939943925299e-05,0.0010426443091235,0.000852286056730797,3828,"tags=46%, list=28%, signal=34%","Dzip1/Smad4/Fndc10/Rnf24/Ppp1r18/Bcl11b/Dennd6a/Gapvd1/Ddx5/Rcan3/Cflar/Zbtb40/Maml1/Ampd3/Cnn3/Tmem64/Zbtb49/Mosmo/Tcf20/Phf2/Bicd2/Card6/Galnt6/Mnt/Map4k3/Atp8a1/Ppargc1b/Smc6/Gpr146/Gm2a/Smurf1/Padi2/Gatad2b/Nr3c1/Pik3r5/Nfrkb/Mturn/Ddx3x/Ift80/Bbx/Mecp2/Itm2a/Zfp354c/Vipr1/Nr1d2/Star/Chd7/Trim56/Ust/Pkd2l2/Adgrl1/Lats1/Pard6g/Xpo4/Satb1/Sik1/Il6st/Ago1/Zbtb4/Aak1/Sh3pxd2a/Lair1/Amer1/Vcan/Slc25a27/Rreb1/Camk1d/Clcn6/Zfp652/Arid1a/Il27ra/Tet1/Runx3/Ncoa2/Prkd3/Crebrf/Nrip1/Ubr1/Fam13b/Calcrl/Amz1/Col11a2/Ifit2/Il7r/Gpr183/Serac1/Atp10d"
